id,input_stage,geometry_stage,refinement_stage,cleanup_stage,status,runnable_now,why,rank,score,priority,rationale
classic_topk-instantsplat_init-gsplat_2k-none,classic_topk,instantsplat_init,gsplat_2k,none,external,False,valid,170,63,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; keeps evaluation faithful
classic_topk-vggt_geometry-gsplat_2k-difix_distill,classic_topk,vggt_geometry,gsplat_2k,difix_distill,external,False,valid,171,63,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
sync_keyframes-colmap_auto-gsplat_1k-difix_inference,sync_keyframes,colmap_auto,gsplat_1k,difix_inference,external,False,valid,172,63,low,external readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion view cleanup
fixed_rig_sync-colmap_auto-gsplat_1k-difix_distill,fixed_rig_sync,colmap_auto,gsplat_1k,difix_distill,planned,False,valid,173,63,low,planned readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
fixed_rig_sync-feedforward_gs-gsplat_7k-difix_inference,fixed_rig_sync,feedforward_gs,gsplat_7k,difix_inference,planned,False,valid,174,63,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
fixed_rig_sync-instantsplat_init-gsplat_7k-difix_inference,fixed_rig_sync,instantsplat_init,gsplat_7k,difix_inference,planned,False,valid,175,63,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; feed-forward model gets structured multi-view input; slow training plus cleanup
fixed_rig_sync-vggt_geometry-gsplat_7k-difix_distill,fixed_rig_sync,vggt_geometry,gsplat_7k,difix_distill,planned,False,valid,176,63,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-gsplat_1k-difix_distill,posed_rgbd_dataset,feedforward_gs,gsplat_1k,difix_distill,planned,False,valid,177,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-none-none,posed_rgbd_dataset,feedforward_gs,none,none,planned,False,valid,178,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; keeps evaluation faithful; tests direct Gaussian output
posed_rgbd_dataset-instantsplat_init-gsplat_1k-difix_distill,posed_rgbd_dataset,instantsplat_init,gsplat_1k,difix_distill,planned,False,valid,179,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-instantsplat_init-none-none,posed_rgbd_dataset,instantsplat_init,none,none,planned,False,valid,180,63,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; keeps evaluation faithful; tests direct Gaussian output
posed_rgbd_dataset-posed_depth_init-gsplat_7k-difix_inference,posed_rgbd_dataset,posed_depth_init,gsplat_7k,difix_inference,planned,False,valid,181,63,low,planned readiness; uses posed/depth data; uses known pose/depth initializer; slower quality baseline; tests diffusion view cleanup; dataset pose/depth path is direct; slow training plus cleanup
classic_topk-feedforward_gs-gsplat_2k-difix_distill,classic_topk,feedforward_gs,gsplat_2k,difix_distill,external,False,valid,182,62,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-instantsplat_init-gsplat_2k-difix_distill,classic_topk,instantsplat_init,gsplat_2k,difix_distill,external,False,valid,183,62,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-vggt_geometry-fastgs_100s-difix_inference,classic_topk,vggt_geometry,fastgs_100s,difix_inference,external,False,valid,184,62,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
fixed_rig_sync-colmap_pairs-gsplat_7k-difix_inference,fixed_rig_sync,colmap_pairs,gsplat_7k,difix_inference,planned,False,valid,185,62,low,planned readiness; uses synchronized multi-view structure; reduces matching work; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
fixed_rig_sync-feedforward_gs-gsplat_7k-difix_distill,fixed_rig_sync,feedforward_gs,gsplat_7k,difix_distill,planned,False,valid,186,62,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
fixed_rig_sync-instantsplat_init-gsplat_7k-difix_distill,fixed_rig_sync,instantsplat_init,gsplat_7k,difix_distill,planned,False,valid,187,62,low,planned readiness; uses synchronized multi-view structure; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; feed-forward model gets structured multi-view input; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-colmap_auto-fastgs_100s-none,posed_rgbd_dataset,colmap_auto,fastgs_100s,none,planned,False,valid,188,62,low,planned readiness; uses posed/depth data; promising training accelerator; keeps evaluation faithful
posed_rgbd_dataset-posed_depth_init-gsplat_7k-difix_distill,posed_rgbd_dataset,posed_depth_init,gsplat_7k,difix_distill,planned,False,valid,189,62,low,planned readiness; uses posed/depth data; uses known pose/depth initializer; slower quality baseline; tests diffusion distillation; dataset pose/depth path is direct; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-vggt_geometry-gsplat_1k-difix_inference,posed_rgbd_dataset,vggt_geometry,gsplat_1k,difix_inference,planned,False,valid,190,62,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
classic_topk-feedforward_gs-fastgs_100s-difix_inference,classic_topk,feedforward_gs,fastgs_100s,difix_inference,external,False,valid,191,61,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
classic_topk-instantsplat_init-fastgs_100s-difix_inference,classic_topk,instantsplat_init,fastgs_100s,difix_inference,external,False,valid,192,61,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion view cleanup
classic_topk-vggt_geometry-fastgs_100s-difix_distill,classic_topk,vggt_geometry,fastgs_100s,difix_distill,external,False,valid,193,61,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
classic_topk-vggt_geometry-gsplat_1k-none,classic_topk,vggt_geometry,gsplat_1k,none,external,False,valid,194,61,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
classic_topk-vggt_geometry-gsplat_2k-difix_inference,classic_topk,vggt_geometry,gsplat_2k,difix_inference,external,False,valid,195,61,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
fixed_rig_sync-colmap_auto-gsplat_1k-difix_inference,fixed_rig_sync,colmap_auto,gsplat_1k,difix_inference,planned,False,valid,196,61,low,planned readiness; uses synchronized multi-view structure; fastest current refinement; tests diffusion view cleanup
fixed_rig_sync-colmap_pairs-gsplat_7k-difix_distill,fixed_rig_sync,colmap_pairs,gsplat_7k,difix_distill,planned,False,valid,197,61,low,planned readiness; uses synchronized multi-view structure; reduces matching work; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-colmap_auto-gsplat_2k-none,posed_rgbd_dataset,colmap_auto,gsplat_2k,none,planned,False,valid,198,61,low,planned readiness; uses posed/depth data; preview-quality refinement budget; keeps evaluation faithful
posed_rgbd_dataset-feedforward_gs-gsplat_1k-difix_inference,posed_rgbd_dataset,feedforward_gs,gsplat_1k,difix_inference,planned,False,valid,199,61,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
posed_rgbd_dataset-instantsplat_init-gsplat_1k-difix_inference,posed_rgbd_dataset,instantsplat_init,gsplat_1k,difix_inference,planned,False,valid,200,61,low,planned readiness; uses posed/depth data; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
posed_rgbd_dataset-vggt_geometry-gsplat_7k-none,posed_rgbd_dataset,vggt_geometry,gsplat_7k,none,planned,False,valid,201,61,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
classic_topk-feedforward_gs-fastgs_100s-difix_distill,classic_topk,feedforward_gs,fastgs_100s,difix_distill,external,False,valid,202,60,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
classic_topk-feedforward_gs-gsplat_1k-none,classic_topk,feedforward_gs,gsplat_1k,none,external,False,valid,203,60,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
classic_topk-feedforward_gs-gsplat_2k-difix_inference,classic_topk,feedforward_gs,gsplat_2k,difix_inference,external,False,valid,204,60,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
classic_topk-instantsplat_init-fastgs_100s-difix_distill,classic_topk,instantsplat_init,fastgs_100s,difix_distill,external,False,valid,205,60,low,external readiness; baseline input path; tests feed-forward geometry; promising training accelerator; tests diffusion distillation; distillation adds another training loop
classic_topk-instantsplat_init-gsplat_1k-none,classic_topk,instantsplat_init,gsplat_1k,none,external,False,valid,206,60,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; keeps evaluation faithful
classic_topk-instantsplat_init-gsplat_2k-difix_inference,classic_topk,instantsplat_init,gsplat_2k,difix_inference,external,False,valid,207,60,low,external readiness; baseline input path; tests feed-forward geometry; preview-quality refinement budget; tests diffusion view cleanup
classic_topk-vggt_geometry-gsplat_1k-difix_distill,classic_topk,vggt_geometry,gsplat_1k,difix_distill,external,False,valid,208,60,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
fixed_rig_sync-colmap_auto-gsplat_7k-none,fixed_rig_sync,colmap_auto,gsplat_7k,none,planned,False,valid,209,60,low,planned readiness; uses synchronized multi-view structure; slower quality baseline; keeps evaluation faithful
posed_rgbd_dataset-colmap_auto-gsplat_2k-difix_distill,posed_rgbd_dataset,colmap_auto,gsplat_2k,difix_distill,planned,False,valid,210,60,low,planned readiness; uses posed/depth data; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-gsplat_7k-none,posed_rgbd_dataset,feedforward_gs,gsplat_7k,none,planned,False,valid,211,60,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
posed_rgbd_dataset-instantsplat_init-gsplat_7k-none,posed_rgbd_dataset,instantsplat_init,gsplat_7k,none,planned,False,valid,212,60,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
classic_topk-feedforward_gs-gsplat_1k-difix_distill,classic_topk,feedforward_gs,gsplat_1k,difix_distill,external,False,valid,213,59,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-feedforward_gs-none-none,classic_topk,feedforward_gs,none,none,external,False,valid,214,59,low,external readiness; baseline input path; tests feed-forward geometry; skips refinement; keeps evaluation faithful; tests direct Gaussian output
classic_topk-instantsplat_init-gsplat_1k-difix_distill,classic_topk,instantsplat_init,gsplat_1k,difix_distill,external,False,valid,215,59,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
classic_topk-instantsplat_init-none-none,classic_topk,instantsplat_init,none,none,external,False,valid,216,59,low,external readiness; baseline input path; tests feed-forward geometry; skips refinement; keeps evaluation faithful; tests direct Gaussian output
posed_rgbd_dataset-colmap_auto-fastgs_100s-difix_inference,posed_rgbd_dataset,colmap_auto,fastgs_100s,difix_inference,planned,False,valid,217,59,low,planned readiness; uses posed/depth data; promising training accelerator; tests diffusion view cleanup
classic_topk-vggt_geometry-gsplat_1k-difix_inference,classic_topk,vggt_geometry,gsplat_1k,difix_inference,external,False,valid,218,58,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
posed_rgbd_dataset-colmap_auto-fastgs_100s-difix_distill,posed_rgbd_dataset,colmap_auto,fastgs_100s,difix_distill,planned,False,valid,219,58,low,planned readiness; uses posed/depth data; promising training accelerator; tests diffusion distillation; distillation adds another training loop
posed_rgbd_dataset-colmap_auto-gsplat_1k-none,posed_rgbd_dataset,colmap_auto,gsplat_1k,none,planned,False,valid,220,58,low,planned readiness; uses posed/depth data; fastest current refinement; keeps evaluation faithful
posed_rgbd_dataset-colmap_auto-gsplat_2k-difix_inference,posed_rgbd_dataset,colmap_auto,gsplat_2k,difix_inference,planned,False,valid,221,58,low,planned readiness; uses posed/depth data; preview-quality refinement budget; tests diffusion view cleanup
classic_topk-feedforward_gs-gsplat_1k-difix_inference,classic_topk,feedforward_gs,gsplat_1k,difix_inference,external,False,valid,222,57,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
classic_topk-instantsplat_init-gsplat_1k-difix_inference,classic_topk,instantsplat_init,gsplat_1k,difix_inference,external,False,valid,223,57,low,external readiness; baseline input path; tests feed-forward geometry; fastest current refinement; tests diffusion view cleanup
classic_topk-vggt_geometry-gsplat_7k-none,classic_topk,vggt_geometry,gsplat_7k,none,external,False,valid,224,57,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
posed_rgbd_dataset-colmap_auto-gsplat_1k-difix_distill,posed_rgbd_dataset,colmap_auto,gsplat_1k,difix_distill,planned,False,valid,225,57,low,planned readiness; uses posed/depth data; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-none-difix_inference,posed_rgbd_dataset,feedforward_gs,none,difix_inference,planned,False,valid,226,57,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; tests direct Gaussian output; cleanup without refinement is harder to interpret
posed_rgbd_dataset-instantsplat_init-none-difix_inference,posed_rgbd_dataset,instantsplat_init,none,difix_inference,planned,False,valid,227,57,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; tests direct Gaussian output; cleanup without refinement is harder to interpret
classic_topk-colmap_auto-fastgs_100s-none,classic_topk,colmap_auto,fastgs_100s,none,external,False,valid,228,56,low,external readiness; baseline input path; promising training accelerator; keeps evaluation faithful; least multi-view-specific
classic_topk-feedforward_gs-gsplat_7k-none,classic_topk,feedforward_gs,gsplat_7k,none,external,False,valid,229,56,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
classic_topk-instantsplat_init-gsplat_7k-none,classic_topk,instantsplat_init,gsplat_7k,none,external,False,valid,230,56,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; keeps evaluation faithful
posed_rgbd_dataset-feedforward_gs-none-difix_distill,posed_rgbd_dataset,feedforward_gs,none,difix_distill,planned,False,valid,231,56,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; tests diffusion distillation; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
posed_rgbd_dataset-instantsplat_init-none-difix_distill,posed_rgbd_dataset,instantsplat_init,none,difix_distill,planned,False,valid,232,56,low,planned readiness; uses posed/depth data; tests feed-forward geometry; skips refinement; tests diffusion distillation; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
posed_rgbd_dataset-colmap_auto-gsplat_1k-difix_inference,posed_rgbd_dataset,colmap_auto,gsplat_1k,difix_inference,planned,False,valid,233,55,low,planned readiness; uses posed/depth data; fastest current refinement; tests diffusion view cleanup
classic_topk-colmap_auto-gsplat_2k-difix_distill,classic_topk,colmap_auto,gsplat_2k,difix_distill,external,False,valid,234,54,low,external readiness; baseline input path; preview-quality refinement budget; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop; least multi-view-specific
sync_keyframes-colmap_auto-gsplat_7k-difix_inference,sync_keyframes,colmap_auto,gsplat_7k,difix_inference,external,False,valid,235,54,low,external readiness; uses synchronized multi-view structure; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
posed_rgbd_dataset-colmap_auto-gsplat_7k-none,posed_rgbd_dataset,colmap_auto,gsplat_7k,none,planned,False,valid,236,54,low,planned readiness; uses posed/depth data; slower quality baseline; keeps evaluation faithful
classic_topk-colmap_auto-fastgs_100s-difix_inference,classic_topk,colmap_auto,fastgs_100s,difix_inference,external,False,valid,237,53,low,external readiness; baseline input path; promising training accelerator; tests diffusion view cleanup; least multi-view-specific
classic_topk-feedforward_gs-none-difix_inference,classic_topk,feedforward_gs,none,difix_inference,external,False,valid,238,53,low,external readiness; baseline input path; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; tests direct Gaussian output; cleanup without refinement is harder to interpret
classic_topk-instantsplat_init-none-difix_inference,classic_topk,instantsplat_init,none,difix_inference,external,False,valid,239,53,low,external readiness; baseline input path; tests feed-forward geometry; skips refinement; tests diffusion view cleanup; tests direct Gaussian output; cleanup without refinement is harder to interpret
sync_keyframes-colmap_auto-gsplat_7k-difix_distill,sync_keyframes,colmap_auto,gsplat_7k,difix_distill,external,False,valid,240,53,low,external readiness; uses synchronized multi-view structure; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-vggt_geometry-gsplat_7k-difix_inference,posed_rgbd_dataset,vggt_geometry,gsplat_7k,difix_inference,planned,False,valid,241,53,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
classic_topk-colmap_auto-fastgs_100s-difix_distill,classic_topk,colmap_auto,fastgs_100s,difix_distill,external,False,valid,242,52,low,external readiness; baseline input path; promising training accelerator; tests diffusion distillation; distillation adds another training loop; least multi-view-specific
classic_topk-colmap_auto-gsplat_2k-difix_inference,classic_topk,colmap_auto,gsplat_2k,difix_inference,external,False,valid,243,52,low,external readiness; baseline input path; preview-quality refinement budget; tests diffusion view cleanup; least multi-view-specific
classic_topk-feedforward_gs-none-difix_distill,classic_topk,feedforward_gs,none,difix_distill,external,False,valid,244,52,low,external readiness; baseline input path; tests feed-forward geometry; skips refinement; tests diffusion distillation; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
classic_topk-instantsplat_init-none-difix_distill,classic_topk,instantsplat_init,none,difix_distill,external,False,valid,245,52,low,external readiness; baseline input path; tests feed-forward geometry; skips refinement; tests diffusion distillation; tests direct Gaussian output; distillation adds another training loop; cleanup without refinement is harder to interpret
fixed_rig_sync-colmap_auto-gsplat_7k-difix_inference,fixed_rig_sync,colmap_auto,gsplat_7k,difix_inference,planned,False,valid,246,52,low,planned readiness; uses synchronized multi-view structure; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
posed_rgbd_dataset-feedforward_gs-gsplat_7k-difix_inference,posed_rgbd_dataset,feedforward_gs,gsplat_7k,difix_inference,planned,False,valid,247,52,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
posed_rgbd_dataset-instantsplat_init-gsplat_7k-difix_inference,posed_rgbd_dataset,instantsplat_init,gsplat_7k,difix_inference,planned,False,valid,248,52,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
posed_rgbd_dataset-vggt_geometry-gsplat_7k-difix_distill,posed_rgbd_dataset,vggt_geometry,gsplat_7k,difix_distill,planned,False,valid,249,52,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
classic_topk-colmap_auto-gsplat_1k-difix_distill,classic_topk,colmap_auto,gsplat_1k,difix_distill,external,False,valid,250,51,low,external readiness; baseline input path; fastest current refinement; tests diffusion distillation; cleanup is most useful after quick coarse splats; distillation adds another training loop; least multi-view-specific
fixed_rig_sync-colmap_auto-gsplat_7k-difix_distill,fixed_rig_sync,colmap_auto,gsplat_7k,difix_distill,planned,False,valid,251,51,low,planned readiness; uses synchronized multi-view structure; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-feedforward_gs-gsplat_7k-difix_distill,posed_rgbd_dataset,feedforward_gs,gsplat_7k,difix_distill,planned,False,valid,252,51,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-instantsplat_init-gsplat_7k-difix_distill,posed_rgbd_dataset,instantsplat_init,gsplat_7k,difix_distill,planned,False,valid,253,51,low,planned readiness; uses posed/depth data; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
classic_topk-colmap_auto-gsplat_1k-difix_inference,classic_topk,colmap_auto,gsplat_1k,difix_inference,external,False,valid,254,49,low,external readiness; baseline input path; fastest current refinement; tests diffusion view cleanup; least multi-view-specific
classic_topk-vggt_geometry-gsplat_7k-difix_inference,classic_topk,vggt_geometry,gsplat_7k,difix_inference,external,False,valid,255,49,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
classic_topk-feedforward_gs-gsplat_7k-difix_inference,classic_topk,feedforward_gs,gsplat_7k,difix_inference,external,False,valid,256,48,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
classic_topk-instantsplat_init-gsplat_7k-difix_inference,classic_topk,instantsplat_init,gsplat_7k,difix_inference,external,False,valid,257,48,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
classic_topk-vggt_geometry-gsplat_7k-difix_distill,classic_topk,vggt_geometry,gsplat_7k,difix_distill,external,False,valid,258,48,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
classic_topk-feedforward_gs-gsplat_7k-difix_distill,classic_topk,feedforward_gs,gsplat_7k,difix_distill,external,False,valid,259,47,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
classic_topk-instantsplat_init-gsplat_7k-difix_distill,classic_topk,instantsplat_init,gsplat_7k,difix_distill,external,False,valid,260,47,low,external readiness; baseline input path; tests feed-forward geometry; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
posed_rgbd_dataset-colmap_auto-gsplat_7k-difix_inference,posed_rgbd_dataset,colmap_auto,gsplat_7k,difix_inference,planned,False,valid,261,46,low,planned readiness; uses posed/depth data; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup
posed_rgbd_dataset-colmap_auto-gsplat_7k-difix_distill,posed_rgbd_dataset,colmap_auto,gsplat_7k,difix_distill,planned,False,valid,262,45,low,planned readiness; uses posed/depth data; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop
classic_topk-colmap_auto-gsplat_7k-difix_inference,classic_topk,colmap_auto,gsplat_7k,difix_inference,external,False,valid,263,40,low,external readiness; baseline input path; slower quality baseline; tests diffusion view cleanup; slow training plus cleanup; least multi-view-specific
classic_topk-colmap_auto-gsplat_7k-difix_distill,classic_topk,colmap_auto,gsplat_7k,difix_distill,external,False,valid,264,39,low,external readiness; baseline input path; slower quality baseline; tests diffusion distillation; slow training plus cleanup; distillation adds another training loop; least multi-view-specific
